;Airline_Name;Date_of_Journey;Source;Destination;Dept_Time;Total_Stops;Duration_of_Flight;Arr_Time;Fare
845;AirAsia;10/4/22;BLR;CCU;7:30;1 Stop;5h 50m;13:20;3 911
846;Go First;10/4/22;BLR;CCU;19:35;1 Stop;12h 20m;7:55;3 943
847;Go First;10/4/22;BLR;CCU;14:55;1 Stop;6h 40m;21:35;4 201
848;Spicejet;10/4/22;BLR;CCU;18:05;Non-Stop;2h 35m;20:40;4 225
849;IndiGo;10/4/22;BLR;CCU;6:35;Non-Stop;2h 30m;9:05;4 226
850;IndiGo;10/4/22;BLR;CCU;8:55;Non-Stop;2h 35m;11:30;4 226
851;IndiGo;10/4/22;BLR;CCU;11:40;Non-Stop;2h 30m;14:10;4 226
852;IndiGo;10/4/22;BLR;CCU;13:15;Non-Stop;2h 35m;15:50;4 226
853;IndiGo;10/4/22;BLR;CCU;15:15;Non-Stop;2h 40m;17:55;4 226
854;IndiGo;10/4/22;BLR;CCU;18:00;Non-Stop;2h 40m;20:40;4 226
855;IndiGo;10/4/22;BLR;CCU;20:00;Non-Stop;2h 35m;22:35;4 226
856;IndiGo;10/4/22;BLR;CCU;21:40;Non-Stop;2h 35m;0:15;4 226
857;IndiGo;10/4/22;BLR;CCU;23:25;Non-Stop;2h 35m;2:00;4 226
858;Air India;10/4/22;BLR;CCU;11:50;1 Stop;4h 10m;16:00;4 235
859;IndiGo;10/4/22;BLR;CCU;10:55;1 Stop;6h 40m;17:35;4 335
860;IndiGo;10/4/22;BLR;CCU;9:30;1 Stop;8h 05m;17:35;4 335
861;IndiGo;10/4/22;BLR;CCU;8:00;1 Stop;9h 35m;17:35;4 440
862;IndiGo;10/4/22;BLR;CCU;7:00;1 Stop;10h 35m;17:35;4 440
863;IndiGo;10/4/22;BLR;CCU;17:10;1 Stop;5h 35m;22:45;4 477
864;IndiGo;10/4/22;BLR;CCU;17:15;1 Stop;7h 30m;0:45;4 477
865;IndiGo;10/4/22;BLR;CCU;7:05;1 Stop;11h 05m;18:10;4 477
866;Go First;10/4/22;BLR;CCU;16:20;1 Stop;7h 30m;23:50;4 521
867;Go First;10/4/22;BLR;CCU;22:25;1 Stop;9h 05m;7:30;4 521
868;Go First;10/4/22;BLR;CCU;16:20;1 Stop;15h 10m;7:30;4 521
869;Go First;10/4/22;BLR;CCU;8:20;1 Stop;15h 30m;23:50;4 521
870;Vistara;10/4/22;BLR;CCU;9:30;1 Stop;7h 25m;16:55;4 707
871;Spicejet;10/4/22;BLR;CCU;20:50;1 Stop;12h 35m;9:25;4 909
872;Spicejet;10/4/22;BLR;CCU;8:10;1 Stop;25h 15m;9:25;4 909
873;AirAsia;10/4/22;BLR;CCU;15:40;1 Stop;3h 40m;19:20;5 651
874;Go First;10/4/22;BLR;CCU;21:00;1 Stop;10h 50m;7:50;5 712
875;Go First;10/4/22;BLR;CCU;7:45;1 Stop;15h 55m;23:40;5 712
876;Spicejet;10/4/22;BLR;CCU;14:10;1 Stop;6h 30m;20:40;5 890
877;Go First;10/4/22;BLR;CCU;5:30;1 Stop;8h 40m;14:10;5 902
878;Go First;10/4/22;BLR;CCU;23:30;1 Stop;14h 40m;14:10;5 902
879;IndiGo;10/4/22;BLR;CCU;7:55;2 Stops;7h 15m;15:10;7 005
880;IndiGo;10/4/22;BLR;CCU;7:55;2 Stops;7h 55m;15:50;7 005
881;IndiGo;10/4/22;BLR;CCU;7:55;2 Stops;10h 45m;18:40;7 005
882;IndiGo;10/4/22;BLR;CCU;7:55;2 Stops;12h 40m;20:35;7 005
883;Go First;10/4/22;BLR;CCU;8:35;1 Stop;13h 20m;21:55;7 238
884;IndiGo;10/4/22;BLR;CCU;10:00;1 Stop;5h 10m;15:10;7 462
885;IndiGo;10/4/22;BLR;CCU;10:00;1 Stop;5h 50m;15:50;7 462
886;IndiGo;10/4/22;BLR;CCU;10:00;1 Stop;8h 40m;18:40;7 462
887;IndiGo;10/4/22;BLR;CCU;10:00;1 Stop;10h 35m;20:35;7 462
888;Spicejet;10/4/22;BLR;CCU;5:45;1 Stop;15h 40m;21:25;7 534
889;Spicejet;10/4/22;BLR;CCU;19:05;1 Stop;26h 20m;21:25;7 534
890;Go First;10/4/22;BLR;CCU;18:45;1 Stop;13h 50m;8:35;8 489
891;Go First;16/04/2022;CCU;BLR;9:30;Non-Stop;2h 40m;12:10;3 860
892;Go First;16/04/2022;CCU;BLR;16:45;Non-Stop;2h 35m;19:20;3 860
893;AirAsia;16/04/2022;CCU;BLR;9:40;Non-Stop;2h 40m;12:20;3 862
894;AirAsia;16/04/2022;CCU;BLR;13:30;Non-Stop;2h 45m;16:15;3 862
895;AirAsia;16/04/2022;CCU;BLR;16:05;Non-Stop;2h 50m;18:55;3 862
896;AirAsia;16/04/2022;CCU;BLR;21:35;Non-Stop;2h 50m;0:25;3 862
897;Air India;16/04/2022;CCU;BLR;20:45;Non-Stop;2h 35m;23:20;3 863
898;AirAsia;16/04/2022;CCU;BLR;7:35;1 Stop;9h 25m;17:00;4 043
899;AirAsia;16/04/2022;CCU;BLR;13:30;1 Stop;10h 15m;23:45;4 043
900;AirAsia;16/04/2022;CCU;BLR;4:40;1 Stop;10h 50m;15:30;4 168
901;Air India;16/04/2022;CCU;BLR;9:10;2 Stops;13h 05m;22:15;4 169
902;Go First;16/04/2022;CCU;BLR;20:00;1 Stop;11h 05m;7:05;4 215
903;AirAsia;16/04/2022;CCU;BLR;5:25;1 Stop;5h 50m;11:15;4 451
904;AirAsia;16/04/2022;CCU;BLR;19:55;1 Stop;15h 20m;11:15;4 451
905;Spicejet;16/04/2022;CCU;BLR;7:35;Non-Stop;2h 25m;10:00;4 461
906;Spicejet;16/04/2022;CCU;BLR;21:30;Non-Stop;2h 50m;0:20;4 461
907;AirAsia;16/04/2022;CCU;BLR;13:55;1 Stop;9h 50m;23:45;4 606
908;IndiGo;16/04/2022;CCU;BLR;5:25;Non-Stop;2h 30m;7:55;4 641
909;IndiGo;16/04/2022;CCU;BLR;7:15;Non-Stop;2h 30m;9:45;4 641
910;IndiGo;16/04/2022;CCU;BLR;9:15;Non-Stop;2h 30m;11:45;4 641
911;IndiGo;16/04/2022;CCU;BLR;11:40;Non-Stop;2h 35m;14:15;4 641
912;IndiGo;16/04/2022;CCU;BLR;14:05;Non-Stop;2h 35m;16:40;4 641
913;IndiGo;16/04/2022;CCU;BLR;16:15;Non-Stop;2h 35m;18:50;4 641
914;IndiGo;16/04/2022;CCU;BLR;18:35;Non-Stop;2h 35m;21:10;4 641
915;IndiGo;16/04/2022;CCU;BLR;19:55;Non-Stop;2h 35m;22:30;4 641
916;IndiGo;16/04/2022;CCU;BLR;21:20;Non-Stop;2h 35m;23:55;4 641
917;IndiGo;16/04/2022;CCU;BLR;13:05;1 Stop;8h 10m;21:15;4 707
918;IndiGo;16/04/2022;CCU;BLR;4:55;1 Stop;4h 55m;9:50;4 775
919;IndiGo;16/04/2022;CCU;BLR;6:25;1 Stop;5h 45m;12:10;4 775
920;IndiGo;16/04/2022;CCU;BLR;8:05;1 Stop;6h 05m;14:10;4 775
921;IndiGo;16/04/2022;CCU;BLR;23:55;1 Stop;6h 20m;6:15;4 775
922;IndiGo;16/04/2022;CCU;BLR;4:55;1 Stop;7h 15m;12:10;4 775
923;IndiGo;16/04/2022;CCU;BLR;8:05;1 Stop;7h 25m;15:30;4 775
924;IndiGo;16/04/2022;CCU;BLR;6:25;1 Stop;7h 45m;14:10;4 775
925;IndiGo;16/04/2022;CCU;BLR;21:55;1 Stop;8h 20m;6:15;4 775
926;IndiGo;16/04/2022;CCU;BLR;23:55;1 Stop;8h 35m;8:30;4 775
927;IndiGo;16/04/2022;CCU;BLR;6:25;1 Stop;9h 05m;15:30;4 775
928;IndiGo;16/04/2022;CCU;BLR;8:05;1 Stop;9h 10m;17:15;4 775
929;IndiGo;16/04/2022;CCU;BLR;4:55;1 Stop;9h 15m;14:10;4 775
930;IndiGo;16/04/2022;CCU;BLR;23:55;1 Stop;9h 55m;9:50;4 775
931;IndiGo;16/04/2022;CCU;BLR;4:55;1 Stop;10h 35m;15:30;4 775
932;IndiGo;16/04/2022;CCU;BLR;21:55;1 Stop;10h 35m;8:30;4 775
933;IndiGo;16/04/2022;CCU;BLR;6:25;1 Stop;10h 50m;17:15;4 775
934;IndiGo;16/04/2022;CCU;BLR;8:05;1 Stop;10h 50m;18:55;4 775
935;IndiGo;16/04/2022;CCU;BLR;15:00;1 Stop;5h 00m;20:00;4 985
936;IndiGo;16/04/2022;CCU;BLR;15:00;1 Stop;7h 00m;22:00;4 985
937;IndiGo;16/04/2022;CCU;BLR;17:35;1 Stop;7h 40m;1:15;5 138
938;IndiGo;16/04/2022;CCU;BLR;15:20;1 Stop;9h 55m;1:15;5 138
939;IndiGo;16/04/2022;CCU;BLR;6:25;1 Stop;11h 00m;17:25;5 138
940;IndiGo;16/04/2022;CCU;BLR;14:30;1 Stop;7h 35m;22:05;5 337
941;IndiGo;16/04/2022;CCU;BLR;20:10;1 Stop;4h 50m;1:00;5 571
942;IndiGo;16/04/2022;CCU;BLR;14:00;1 Stop;5h 25m;19:25;5 571
943;IndiGo;16/04/2022;CCU;BLR;6:50;1 Stop;6h 20m;13:10;5 571
944;IndiGo;16/04/2022;CCU;BLR;14:00;1 Stop;7h 00m;21:00;5 571
945;IndiGo;16/04/2022;CCU;BLR;11:00;1 Stop;7h 05m;18:05;5 571
946;IndiGo;16/04/2022;CCU;BLR;23:35;1 Stop;7h 35m;7:10;5 571
947;IndiGo;16/04/2022;CCU;BLR;11:00;1 Stop;8h 25m;19:25;5 571
948;IndiGo;16/04/2022;CCU;BLR;23:35;1 Stop;8h 35m;8:10;5 571
949;IndiGo;16/04/2022;CCU;BLR;9:15;1 Stop;8h 50m;18:05;5 571
950;IndiGo;16/04/2022;CCU;BLR;14:00;1 Stop;9h 35m;23:35;5 571
951;IndiGo;16/04/2022;CCU;BLR;23:35;1 Stop;9h 55m;9:30;5 571
952;IndiGo;16/04/2022;CCU;BLR;11:00;1 Stop;10h 00m;21:00;5 571
953;IndiGo;16/04/2022;CCU;BLR;9:15;1 Stop;10h 10m;19:25;5 571
954;IndiGo;16/04/2022;CCU;BLR;14:00;1 Stop;11h 00m;1:00;5 571
955;IndiGo;16/04/2022;CCU;BLR;20:10;1 Stop;11h 00m;7:10;5 571
956;Go First;16/04/2022;CCU;BLR;17:30;1 Stop;6h 40m;0:10;6 109
957;Go First;16/04/2022;CCU;BLR;17:30;1 Stop;7h 00m;0:30;6 109
958;Go First;16/04/2022;CCU;BLR;4:55;1 Stop;11h 35m;16:30;6 109
959;Go First;16/04/2022;CCU;BLR;17:30;1 Stop;14h 15m;7:45;6 109
960;IndiGo;16/04/2022;CCU;BLR;17:00;1 Stop;5h 15m;22:15;6 165
961;IndiGo;16/04/2022;CCU;BLR;11:25;1 Stop;10h 50m;22:15;6 165
962;Spicejet;16/04/2022;CCU;BLR;17:40;1 Stop;19h 40m;13:20;6 337
963;AirAsia;16/04/2022;CCU;BLR;19:55;1 Stop;3h 50m;23:45;6 649
964;Go First;16/04/2022;CCU;BLR;8:55;1 Stop;10h 10m;19:05;6 819
965;Go First;16/04/2022;CCU;BLR;8:55;1 Stop;11h 35m;20:30;6 819
966;Go First;16/04/2022;CCU;BLR;8:55;1 Stop;15h 15m;0:10;6 819
967;IndiGo;16/04/2022;CCU;BLR;7:05;1 Stop;7h 25m;14:30;7 019
968;IndiGo;16/04/2022;CCU;BLR;7:00;1 Stop;4h 25m;11:25;7 182
969;Spicejet;16/04/2022;CCU;BLR;15:05;1 Stop;7h 20m;22:25;7 449
970;Spicejet;16/04/2022;CCU;BLR;15:05;1 Stop;18h 25m;9:30;7 449
971;IndiGo;16/04/2022;CCU;BLR;11:50;1 Stop;11h 05m;22:55;7 664
972;Go First;16/04/2022;CCU;BLR;6:00;1 Stop;9h 15m;15:15;8 193
973;Go First;16/04/2022;CCU;BLR;16:40;1 Stop;7h 35m;0:15;8 367
974;Vistara;16/04/2022;CCU;BLR;17:35;1 Stop;5h 15m;22:50;8 589
975;Go First;16/04/2022;CCU;BLR;14:20;1 Stop;9h 05m;23:25;8 695
976;IndiGo;16/04/2022;CCU;BLR;14:40;1 Stop;6h 45m;21:25;8 766
977;IndiGo;16/04/2022;CCU;BLR;12:40;1 Stop;6h 20m;19:00;10 527
978;IndiGo;16/04/2022;CCU;BLR;10:50;1 Stop;8h 10m;19:00;10 527
979;IndiGo;16/04/2022;CCU;BLR;9:40;1 Stop;9h 20m;19:00;10 527
980;Go First;16/04/2022;CCU;BLR;8:20;1 Stop;9h 35m;17:55;15 144
981;IndiGo;10/4/22;DEL;BOM;1:15;Non-Stop;2h 05m;3:20;2 410
982;Go First;10/4/22;DEL;BOM;2:40;Non-Stop;2h 15m;4:55;2 410
983;AirAsia;10/4/22;DEL;BOM;4:25;Non-Stop;2h 10m;6:35;2 410
984;IndiGo;10/4/22;DEL;BOM;6:30;Non-Stop;2h 10m;8:40;2 410
985;Go First;10/4/22;DEL;BOM;6:50;Non-Stop;2h 05m;8:55;2 410
986;IndiGo;10/4/22;DEL;BOM;7:05;Non-Stop;2h 10m;9:15;2 410
987;IndiGo;10/4/22;DEL;BOM;8:00;Non-Stop;2h 10m;10:10;2 410
988;Go First;10/4/22;DEL;BOM;8:00;Non-Stop;2h 10m;10:10;2 410
989;IndiGo;10/4/22;DEL;BOM;8:45;Non-Stop;2h 10m;10:55;2 410
990;IndiGo;10/4/22;DEL;BOM;9:30;Non-Stop;2h 15m;11:45;2 410
991;IndiGo;10/4/22;DEL;BOM;10:45;Non-Stop;2h 10m;12:55;2 410
992;Go First;10/4/22;DEL;BOM;10:55;Non-Stop;2h 15m;13:10;2 410
993;IndiGo;10/4/22;DEL;BOM;12:00;Non-Stop;2h 05m;14:05;2 410
994;IndiGo;10/4/22;DEL;BOM;14:20;Non-Stop;2h 05m;16:25;2 410
995;Go First;10/4/22;DEL;BOM;14:30;Non-Stop;2h 10m;16:40;2 410
996;Go First;10/4/22;DEL;BOM;15:45;Non-Stop;2h 15m;18:00;2 410
997;IndiGo;10/4/22;DEL;BOM;16:00;Non-Stop;2h 10m;18:10;2 410
998;Go First;10/4/22;DEL;BOM;18:20;Non-Stop;2h 15m;20:35;2 410
999;IndiGo;10/4/22;DEL;BOM;18:40;Non-Stop;2h 05m;20:45;2 410
1000;Go First;10/4/22;DEL;BOM;19:45;Non-Stop;2h 15m;22:00;2 410
1001;IndiGo;10/4/22;DEL;BOM;20:00;Non-Stop;2h 05m;22:05;2 410
1002;AirAsia;10/4/22;DEL;BOM;20:00;Non-Stop;2h 15m;22:15;2 410
1003;Go First;10/4/22;DEL;BOM;20:50;Non-Stop;2h 30m;23:20;2 410
1004;IndiGo;10/4/22;DEL;BOM;21:20;Non-Stop;2h 05m;23:25;2 410
1005;Go First;10/4/22;DEL;BOM;22:45;Non-Stop;2h 15m;1:00;2 410
1006;IndiGo;10/4/22;DEL;BOM;23:30;Non-Stop;2h 05m;1:35;2 410
1007;IndiGo;10/4/22;DEL;BOM;13:50;1 Stop;6h 00m;19:50;2 410
1008;IndiGo;10/4/22;DEL;BOM;5:00;1 Stop;7h 35m;12:35;2 410
1009;Air India;10/4/22;DEL;BOM;8:00;Non-Stop;2h 10m;10:10;2 476
1010;Air India;10/4/22;DEL;BOM;10:40;Non-Stop;2h 10m;12:50;2 476
1011;Air India;10/4/22;DEL;BOM;19:00;Non-Stop;2h 15m;21:15;2 476
1012;Air India;10/4/22;DEL;BOM;20:00;Non-Stop;2h 10m;22:10;2 476
1013;Air India;10/4/22;DEL;BOM;15:05;1 Stop;3h 10m;18:15;2 476
1014;Air India;10/4/22;DEL;BOM;17:50;1 Stop;3h 45m;21:35;2 476
1015;Vistara;10/4/22;DEL;BOM;20:40;Non-Stop;2h 10m;22:50;2 477
1016;Vistara;10/4/22;DEL;BOM;21:40;Non-Stop;2h 10m;23:50;2 477
1017;Vistara;10/4/22;DEL;BOM;9:30;Non-Stop;2h 05m;11:35;2 701
1018;Vistara;10/4/22;DEL;BOM;10:20;Non-Stop;2h 15m;12:35;2 701
1019;Vistara;10/4/22;DEL;BOM;11:40;Non-Stop;2h 20m;14:00;2 701
1020;Vistara;10/4/22;DEL;BOM;12:50;Non-Stop;2h 10m;15:00;2 701
1021;Vistara;10/4/22;DEL;BOM;15:30;Non-Stop;2h 10m;17:40;2 701
1022;Vistara;10/4/22;DEL;BOM;19:50;Non-Stop;2h 10m;22:00;2 701
1023;IndiGo;10/4/22;DEL;BOM;17:15;Non-Stop;2h 10m;19:25;2 791
1024;Spicejet;10/4/22;DEL;BOM;7:20;Non-Stop;2h 15m;9:35;2 937
1025;Spicejet;10/4/22;DEL;BOM;8:50;Non-Stop;2h 10m;11:00;2 937
1026;Spicejet;10/4/22;DEL;BOM;19:45;Non-Stop;2h 20m;22:05;2 937
1027;Vistara;10/4/22;DEL;BOM;8:50;Non-Stop;2h 20m;11:10;3 101
1028;Vistara;10/4/22;DEL;BOM;16:45;Non-Stop;2h 20m;19:05;3 101
1029;Vistara;10/4/22;DEL;BOM;17:45;Non-Stop;2h 20m;20:05;3 101
1030;Vistara;10/4/22;DEL;BOM;18:55;Non-Stop;2h 20m;21:15;3 101
1031;AirAsia;10/4/22;DEL;BOM;22:10;1 Stop;14h 15m;12:25;3 205
1032;Spicejet;10/4/22;DEL;BOM;18:45;Non-Stop;2h 20m;21:05;3 251
1033;Go First;10/4/22;DEL;BOM;16:45;1 Stop;4h 25m;21:10;3 330
1034;Go First;10/4/22;DEL;BOM;20:05;1 Stop;5h 55m;2:00;3 330
1035;Go First;10/4/22;DEL;BOM;16:45;1 Stop;9h 15m;2:00;3 330
1036;Go First;10/4/22;DEL;BOM;7:30;1 Stop;13h 40m;21:10;3 330
1037;Go First;10/4/22;DEL;BOM;20:05;1 Stop;14h 35m;10:40;3 330
1038;Air India;10/4/22;DEL;BOM;12:00;1 Stop;3h 50m;15:50;3 554
1039;Air India;10/4/22;DEL;BOM;6:05;1 Stop;9h 45m;15:50;3 564
1040;Vistara;10/4/22;DEL;BOM;7:10;1 Stop;7h 20m;14:30;3 570
1041;Air India;10/4/22;DEL;BOM;16:45;1 Stop;4h 30m;21:15;3 677
1042;Air India;10/4/22;DEL;BOM;9:45;1 Stop;7h 20m;17:05;3 855
1043;Vistara;10/4/22;DEL;BOM;7:05;1 Stop;7h 25m;14:30;3 884
1044;Go First;10/4/22;DEL;BOM;20:00;1 Stop;13h 35m;9:35;4 096
1045;IndiGo;10/4/22;DEL;BOM;18:00;1 Stop;4h 30m;22:30;4 329
1046;IndiGo;10/4/22;DEL;BOM;21:20;1 Stop;9h 35m;6:55;4 329
1047;Vistara;10/4/22;DEL;BOM;17:10;1 Stop;4h 25m;21:35;4 381
1048;Go First;10/4/22;DEL;BOM;21:25;1 Stop;12h 55m;10:20;4 400
1049;Vistara;10/4/22;DEL;BOM;17:40;1 Stop;5h 20m;23:00;4 514
1050;IndiGo;10/4/22;DEL;BOM;21:50;1 Stop;10h 00m;7:50;4 728
1051;Go First;10/4/22;DEL;BOM;10:20;1 Stop;5h 10m;15:30;4 793
1052;IndiGo;10/4/22;DEL;BOM;0:15;1 Stop;5h 30m;5:45;4 801
1053;IndiGo;10/4/22;DEL;BOM;0:15;1 Stop;10h 00m;10:15;4 801
1054;IndiGo;10/4/22;DEL;BOM;14:55;1 Stop;5h 40m;20:35;4 804
1055;AirAsia;10/4/22;DEL;BOM;18:35;1 Stop;6h 00m;0:35;4 838
1056;AirAsia;10/4/22;DEL;BOM;18:35;1 Stop;6h 00m;0:35;4 838
1057;IndiGo;10/4/22;DEL;BOM;0:15;1 Stop;7h 45m;8:00;4 924
1058;Vistara;10/4/22;DEL;BOM;7:30;1 Stop;5h 30m;13:00;4 939
1059;Vistara;10/4/22;DEL;BOM;16:05;1 Stop;5h 45m;21:50;4 965
1060;IndiGo;10/4/22;DEL;BOM;7:20;1 Stop;8h 45m;16:05;4 977
1061;IndiGo;10/4/22;DEL;BOM;6:05;1 Stop;10h 00m;16:05;4 977
1062;Go First;10/4/22;DEL;BOM;16:40;1 Stop;4h 40m;21:20;5 087
1063;Go First;10/4/22;DEL;BOM;6:50;1 Stop;9h 05m;15:55;5 087
1064;Go First;10/4/22;DEL;BOM;12:00;1 Stop;9h 20m;21:20;5 087
1065;Go First;10/4/22;DEL;BOM;10:40;1 Stop;14h 30m;1:10;5 317
1066;Go First;10/4/22;DEL;BOM;8:45;1 Stop;13h 00m;21:45;5 325
1067;Go First;10/4/22;DEL;BOM;18:40;1 Stop;15h 10m;9:50;5 325
1068;Go First;10/4/22;DEL;BOM;17:50;1 Stop;16h 00m;9:50;5 325
1069;Go First;10/4/22;DEL;BOM;21:25;1 Stop;10h 20m;7:45;5 353
1070;Go First;10/4/22;DEL;BOM;11:00;1 Stop;5h 55m;16:55;5 584
1071;Go First;10/4/22;DEL;BOM;6:20;1 Stop;10h 35m;16:55;5 584
1072;Go First;10/4/22;DEL;BOM;5:55;1 Stop;11h 00m;16:55;5 584
1073;IndiGo;10/4/22;DEL;BOM;12:45;1 Stop;8h 05m;20:50;5 699
1074;Go First;10/4/22;DEL;BOM;5:30;1 Stop;8h 30m;14:00;5 958
1075;Go First;10/4/22;DEL;BOM;10:30;1 Stop;12h 45m;23:15;5 958
1076;Spicejet;10/4/22;DEL;BOM;18:00;1 Stop;16h 30m;10:30;5 971
1077;Go First;10/4/22;DEL;BOM;10:40;1 Stop;9h 25m;20:05;5 984
1078;Go First;10/4/22;DEL;BOM;8:40;1 Stop;11h 25m;20:05;5 984
1079;Spicejet;10/4/22;DEL;BOM;7:00;1 Stop;8h 25m;15:25;6 192
1080;Go First;10/4/22;DEL;BOM;8:40;1 Stop;6h 00m;14:40;6 300
1081;IndiGo;10/4/22;DEL;BOM;22:15;1 Stop;7h 30m;5:45;6 388
1082;IndiGo;10/4/22;DEL;BOM;22:15;1 Stop;9h 45m;8:00;6 388
1083;Go First;10/4/22;DEL;BOM;5:45;1 Stop;14h 35m;20:20;6 472
1084;Go First;10/4/22;DEL;BOM;9:25;1 Stop;9h 05m;18:30;9 148
1085;Go First;10/4/22;DEL;BOM;5:20;1 Stop;13h 10m;18:30;9 148
1086;Go First;10/4/22;DEL;BOM;9:25;1 Stop;9h 00m;18:25;9 649
1087;Go First;10/4/22;DEL;BOM;5:20;1 Stop;13h 05m;18:25;9 649
1088;AirAsia;16/04/2022;BOM;DEL;7:20;Non-Stop;2h 10m;9:30;2 339
1089;Go First;16/04/2022;BOM;DEL;10:10;Non-Stop;2h 15m;12:25;2 339
1090;Go First;16/04/2022;BOM;DEL;12:10;Non-Stop;2h 10m;14:20;2 339
1091;Go First;16/04/2022;BOM;DEL;13:50;Non-Stop;2h 05m;15:55;2 339
1092;Go First;16/04/2022;BOM;DEL;19:05;Non-Stop;2h 05m;21:10;2 339
1093;Go First;16/04/2022;BOM;DEL;20:40;Non-Stop;2h 15m;22:55;2 339
1094;Go First;16/04/2022;BOM;DEL;21:15;Non-Stop;2h 15m;23:30;2 339
1095;AirAsia;16/04/2022;BOM;DEL;22:55;Non-Stop;2h 05m;1:00;2 339
1096;Go First;16/04/2022;BOM;DEL;23:00;Non-Stop;2h 10m;1:10;2 339
1097;Go First;16/04/2022;BOM;DEL;6:00;Non-Stop;2h 05m;8:05;2 463
1098;Go First;16/04/2022;BOM;DEL;8:05;Non-Stop;2h 10m;10:15;2 463
1099;Go First;16/04/2022;BOM;DEL;23:55;Non-Stop;2h 00m;1:55;2 463
1100;Air India;16/04/2022;BOM;DEL;8:00;Non-Stop;2h 15m;10:15;2 464
1101;Air India;16/04/2022;BOM;DEL;16:00;Non-Stop;2h 20m;18:20;2 464
1102;Air India;16/04/2022;BOM;DEL;18:00;Non-Stop;2h 30m;20:30;2 464
1103;Air India;16/04/2022;BOM;DEL;15:25;1 Stop;3h 45m;19:10;2 464
1104;Air India;16/04/2022;BOM;DEL;7:05;1 Stop;4h 05m;11:10;2 464
1105;Vistara;16/04/2022;BOM;DEL;6:00;Non-Stop;2h 05m;8:05;2 465
1106;Vistara;16/04/2022;BOM;DEL;6:30;Non-Stop;2h 05m;8:35;2 465
1107;Vistara;16/04/2022;BOM;DEL;18:30;Non-Stop;2h 10m;20:40;2 465
1108;Vistara;16/04/2022;BOM;DEL;20:55;Non-Stop;2h 05m;23:00;2 465
1109;Vistara;16/04/2022;BOM;DEL;21:55;Non-Stop;2h 15m;0:10;2 465
1110;Vistara;16/04/2022;BOM;DEL;22:45;Non-Stop;2h 10m;0:55;2 465
1111;Vistara;16/04/2022;BOM;DEL;10:25;Non-Stop;2h 15m;12:40;2 700
1112;Vistara;16/04/2022;BOM;DEL;11:55;Non-Stop;2h 10m;14:05;2 700
1113;Vistara;16/04/2022;BOM;DEL;14:40;Non-Stop;2h 15m;16:55;2 700
1114;Vistara;16/04/2022;BOM;DEL;15:45;Non-Stop;2h 20m;18:05;2 700
1115;Air India;16/04/2022;BOM;DEL;10:00;Non-Stop;2h 15m;12:15;2 779
1116;Air India;16/04/2022;BOM;DEL;19:00;Non-Stop;2h 15m;21:15;2 779
1117;Spicejet;16/04/2022;BOM;DEL;7:20;Non-Stop;2h 15m;9:35;2 930
1118;Spicejet;16/04/2022;BOM;DEL;20:30;Non-Stop;2h 05m;22:35;2 930
1119;Vistara;16/04/2022;BOM;DEL;8:45;Non-Stop;2h 15m;11:00;3 101
1120;Vistara;16/04/2022;BOM;DEL;17:35;Non-Stop;2h 10m;19:45;3 101
1121;Vistara;16/04/2022;BOM;DEL;19:45;Non-Stop;2h 10m;21:55;3 101
1122;Spicejet;16/04/2022;BOM;DEL;10:15;Non-Stop;2h 15m;12:30;3 244
1123;Spicejet;16/04/2022;BOM;DEL;19:30;Non-Stop;2h 00m;21:30;3 244
1124;Air India;16/04/2022;BOM;DEL;11:10;1 Stop;10h 25m;21:35;3 342
1125;Air India;16/04/2022;BOM;DEL;11:10;1 Stop;6h 50m;18:00;3 542
1126;Air India;16/04/2022;BOM;DEL;18:35;1 Stop;5h 20m;23:55;3 665
1127;IndiGo;16/04/2022;BOM;DEL;2:40;Non-Stop;2h 10m;4:50;3 789
1128;IndiGo;16/04/2022;BOM;DEL;5:00;Non-Stop;2h 10m;7:10;3 789
1129;IndiGo;16/04/2022;BOM;DEL;6:05;Non-Stop;2h 10m;8:15;3 789
1130;IndiGo;16/04/2022;BOM;DEL;7:00;Non-Stop;2h 15m;9:15;3 789
1131;IndiGo;16/04/2022;BOM;DEL;7:45;Non-Stop;2h 15m;10:00;3 789
1132;IndiGo;16/04/2022;BOM;DEL;8:30;Non-Stop;2h 15m;10:45;3 789
1133;IndiGo;16/04/2022;BOM;DEL;9:20;Non-Stop;2h 10m;11:30;3 789
1134;IndiGo;16/04/2022;BOM;DEL;9:55;Non-Stop;2h 15m;12:10;3 789
1135;IndiGo;16/04/2022;BOM;DEL;11:35;Non-Stop;2h 20m;13:55;3 789
1136;IndiGo;16/04/2022;BOM;DEL;13:45;Non-Stop;2h 10m;15:55;3 789
1137;IndiGo;16/04/2022;BOM;DEL;15:50;Non-Stop;2h 15m;18:05;3 789
1138;IndiGo;16/04/2022;BOM;DEL;17:15;Non-Stop;2h 10m;19:25;3 789
1139;IndiGo;16/04/2022;BOM;DEL;18:30;Non-Stop;2h 10m;20:40;3 789
1140;IndiGo;16/04/2022;BOM;DEL;19:30;Non-Stop;2h 10m;21:40;3 789
1141;IndiGo;16/04/2022;BOM;DEL;20:30;Non-Stop;2h 15m;22:45;3 789
1142;IndiGo;16/04/2022;BOM;DEL;22:20;Non-Stop;2h 15m;0:35;3 789
1143;Air India;16/04/2022;BOM;DEL;5:20;1 Stop;7h 40m;13:00;3 843
